id	name	description
pja39	Robert Jarrow	Cornell University -> Department of Economics; Cornell University -> Johnson Graduate School of Management (rank: 624, publications: 130)
pgo59	William Goetzmann	Yale University -> School of Management (rank: 625, publications: 229)
ple131	Michael Lechner	University of St. Gallen -> School of Economics and Political Science -> Swiss Institute for Empirical Economic Research; University of St. Gallen -> School of Economics and Political Science (rank: 626, publications: 274)
pst466	Doug Staiger	Dartmouth College -> Economics Department (rank: 627, publications: 49)
pku48	Subal C. Kumbhakar	State University of New York-Binghamton (SUNY) -> Department of Economics (rank: 628, publications: 197)
pat6	Susan Athey	National Bureau of Economic Research (NBER); Stanford University -> Graduate School of Business (rank: 629, publications: 91)
pbu13	James Bullard	Federal Reserve Bank of St. Louis -> Research Division (rank: 630, publications: 347)
psm18	Ronald Smith	Birkbeck College -> Department of Economics, Mathematics and Statistics (rank: 631, publications: 163)
pam182	Yakov Amihud	New York University (NYU) -> Stern School of Business -> Finance Department (rank: 632, publications: 66)
pcr113	Helmuth Cremer	Toulouse School of Economics (TSE) -> Research Group in Mathematical and Quantitative Economics; Toulouse School of Economics (TSE) -> Institute of Industrial Economics (rank: 633, publications: 444)
ppe234	sam peltzman	University of Chicago -> Booth School of Business (rank: 634, publications: 47)
pwh46	Michael Whinston	Massachusetts Institute of Technology (MIT) -> Sloan School of Management; Massachusetts Institute of Technology (MIT) -> Economics Department (rank: 635, publications: 43)
pri12	Roberto Rigobon	National Bureau of Economic Research (NBER); Massachusetts Institute of Technology (MIT) -> Sloan School of Management (rank: 636, publications: 108)
pfu10	Don Fullerton	National Bureau of Economic Research (NBER); University of Illinois at Urbana-Champaign -> College of Business -> Department of Finance (rank: 637, publications: 167)
pfo9	Lionel Fontagné	Paris School of Economics; University of Paris 1 -> Sorbonne Economic Centre; French Center in International Economics (rank: 638, publications: 312)
pba670	robert barsky	Federal Reserve Bank of Chicago (rank: 639, publications: 52)
pgr45	Holger Görg	University of Kiel -> Department of Economics; Kiel Institute for the World Economy (rank: 640, publications: 273)
pgo256	Linda S. Goldberg	Federal Reserve Bank of New York -> Research and Statistics Group (rank: 641, publications: 181)
pep21	Dennis Epple	Carnegie Mellon University -> Tepper School of Business Administration -> Department of Economics (rank: 642, publications: 95)
pha228	GEORGE EMM. HALKOS	University of Thessaly -> Department of Economics (rank: 643, publications: 257)
pgo19	Marvin Goodfriend	Carnegie Mellon University -> Tepper School of Business Administration -> Department of Economics (rank: 644, publications: 118)
pla83	Kevin Lang	Institute of Labor Economics (IZA); National Bureau of Economic Research (NBER); Boston University -> Department of Economics; Boston University -> Department of Economics -> Industry Studies Program (ISP); Boston University -> Department of Economics -> Institute for Economic Development (rank: 645, publications: 113)
pmo146	Randall Morck	National Bureau of Economic Research (NBER); University of Alberta -> School of Business (rank: 646, publications: 129)
pto286	Petra Elisabeth Todd	University of Pennsylvania -> Department of Economics -> Center for Analytic Research and Economics in the Social Sciences (CARESS) (rank: 647, publications: 74)
psh10	Neil Shephard	Harvard University -> Department of Economics (rank: 648, publications: 210)
pba102	Marianne Baxter	National Bureau of Economic Research (NBER); Boston University -> Department of Economics (rank: 649, publications: 45)
pbo78	Severin Borenstein	National Bureau of Economic Research (NBER); University of California-Berkeley -> Walter A. Haas School of Business (rank: 650, publications: 102)
pgo95	Roger H. Gordon	University of California-San Diego (UCSD) -> Department of Economics (rank: 651, publications: 137)
pst167	Robert Norman Stavins	National Bureau of Economic Research (NBER); Resources for the Future (RFF); Harvard University -> Kennedy School of Government (rank: 652, publications: 218)
pdi189	Georges Dionne	HEC Montreal Business School (rank: 653, publications: 404)
pst365	Nancy Stokey	University of Chicago -> Department of Economics (rank: 654, publications: 47)
pwo109	Quentin Wodon	World Bank Group; Free University of Brussels -> Solvay Brussels School of Economics and Management -> European Centre for Advanced Research in Economics and Statistics (ECARES); Université d'Ottawa / University of Ottawa -> Département d'Économie / Department of Economics (rank: 655, publications: 392)
ptr35	Manuel Trajtenberg	Tel Aviv University -> Eitan Berglas School of Economics (rank: 656, publications: 68)
phe103	Almas Heshmati	Royal Institute of Technology -> Centre of Excellence for Science and Innovation Studies; Jonkoping University -> Jönköping International Business School -> Department of Economics, Finance, Statistics and Informatics; Sogang University -> College of Economics (rank: 657, publications: 262)
pth20	Duncan Thomas	Duke University -> Department of Economics (rank: 658, publications: 123)
pca333	Pierre Cahuc	Center for Research in Economics and Statistics (rank: 659, publications: 256)
pst393	Oded Stark	University of Warsaw -> Faculty of Economic Sciences (rank: 660, publications: 274)
pda171	Russell Davidson	Aix-Marseille School of Economics (AMSE) -> Groupement de Recherche en Économie Quantitative d'Aix-Marseille (GREQAM); Center for Interuniversity Research in Quantitative Economics; McGill University -> Department of Economics (rank: 661, publications: 181)
pme99	Andrew Metrick	Yale University -> School of Management (rank: 662, publications: 109)
pkn35	Stephen Knack	World Bank Group -> Economics Research (rank: 663, publications: 96)
pke127	William Kerr	Harvard University -> Harvard Business School (rank: 664, publications: 180)
pdo54	David Dollar	Brookings Institution (rank: 665, publications: 79)
ptr44	Daniel Trefler	National Bureau of Economic Research (NBER); University of Toronto -> Department of Economics; Canadian Institute for Advanced Research (CIFAR) -> Program in Institutions, Organizations and Growth; University of Toronto -> Rotman School of Management -> Business Economics (rank: 666, publications: 56)
pma1422	Andreu Mas-Colell	Barcelona Graduate School of Economics (Barcelona GSE); Barcelona Graduate School of Economics (Barcelona GSE) -> Pompeu Fabra University -> Department of Economics and Business (rank: 668, publications: 105)
pda76	Paul A. David	United Nations University-Maastricht Economic Research Institute of Innovation and Technology (UNU-MERIT); Stanford University -> Department of Economics; Stanford University -> Stanford Institute for Economic Policy Research (SIEPR) (rank: 669, publications: 179)
phe156	Keith Head	University of British Columbia -> Sauder School of Business -> Strategy and Business Economics Division; University of British Columbia -> Sauder School of Business (rank: 670, publications: 127)
plo268	C. A. Knox Lovell	University of Queensland -> School of Economics; University of Queensland -> School of Economics -> Centre for Efficiency and Productivity Analysis (CEPA) (rank: 671, publications: 138)
pde1	Michael P. Devereux	Oxford University -> Saïd Business School -> Centre for Business Taxation (rank: 672, publications: 204)
pla354	Richard Layard	London School of Economics (LSE) -> Centre for Economic Performance (CEP) (rank: 674, publications: 126)
psk23	Jonathan Skinner	Dartmouth College -> Economics Department (rank: 675, publications: 93)
ppa276	Lubos Pastor	University of Chicago -> Booth School of Business (rank: 676, publications: 94)
pwi12	Stephen Williamson	Federal Reserve Bank of St. Louis -> Research Division (rank: 677, publications: 115)
pzh194	Junsen Zhang	Institute of Labor Economics (IZA); Chinese University of Hong Kong -> Department of Economics (rank: 678, publications: 118)
pst124	Steven Stillman	Institute of Labor Economics (IZA); University College London (UCL) -> Centre for Research and Analysis of Migration (CReAM); Motu: Economic & Public Policy Research; Free University of Bozen-Bolzano -> Faculty of Economics (rank: 679, publications: 142)
pbo47	Alison Booth	Australian National University -> Crawford School of Public Policy; Australian National University -> College of Business and Economics -> Research School of Economics (rank: 680, publications: 223)
pha83	Fumio Hayashi	National Graduate Institute for Policy Studies (GRIPS) (rank: 681, publications: 82)
psc98	Peter K. Schott	National Bureau of Economic Research (NBER); Yale University -> School of Management (rank: 682, publications: 150)
pba274	Susanto Basu	National Bureau of Economic Research (NBER); Boston College -> Department of Economics (rank: 683, publications: 93)
pwe40	Andrew Weiss	Boston University -> Department of Economics (rank: 684, publications: 59)
phu352	Jikun Huang	Chinese Academy of Sciences -> Center for Chinese Agricultural Policy (CCAP) (rank: 685, publications: 316)
pgi18	Francesco Giavazzi	Bocconi University -> Ettore Bocconi Department of Economics; National Bureau of Economic Research (NBER); Centre for Economic Policy Research (CEPR); Bocconi University -> Innocenzo Gasparini Institute for Economic Research (IGIER) (rank: 686, publications: 151)
pwa67	Romain Wacziarg	National Bureau of Economic Research (NBER); University of California-Los Angeles (UCLA) -> Anderson Graduate School of Management (rank: 687, publications: 88)
pbl16	Francine Blau	Institute of Labor Economics (IZA); National Bureau of Economic Research (NBER); CESifo; German Institute for Economic Research (DIW); Cornell University -> Department of Economics (rank: 688, publications: 104)
pbo45	A.L.Bovenberg	Tilburg University -> School of Economics and Management -> Department of Economics (rank: 689, publications: 191)
psh42	Steven Shavell	National Bureau of Economic Research (NBER) (rank: 690, publications: 105)
pde173	Jaime de Melo	University of Geneva -> Department of Economics; Fondation for Studies and Research on International Development; Geneva Business School (rank: 691, publications: 336)
pde40	Stefan Dercon	Centre for Economic Policy Research (CEPR); Oxford University -> Department of Economics -> Centre for the Study of African Economies (CSAE) (rank: 692, publications: 181)
pai23	Yacine Ait-Sahalia	Princeton University -> Department of Economics -> Bendheim Center for Finance (rank: 693, publications: 63)
pve34	Carlos Vegh	National Bureau of Economic Research (NBER); Johns Hopkins University -> School of Advanced International Studies -> International Economics Department; Johns Hopkins University -> Department of Economics (rank: 694, publications: 128)
ppu14	Louis Putterman	Brown University -> Economics Department (rank: 695, publications: 177)
pco70	Harold Cole	University of California-Los Angeles (UCLA) -> Department of Economics (rank: 696, publications: 105)
pnu17	Nathan Nunn	National Bureau of Economic Research (NBER); Harvard University -> Department of Economics (rank: 697, publications: 71)
pho217	Hugo A. Hopenhayn	National Bureau of Economic Research (NBER); University of California-Los Angeles (UCLA) -> Department of Economics; Einaudi Institute for Economics and Finance (rank: 698, publications: 54)
poh1	Lee Edward Ohanian	University of California-Los Angeles (UCLA) -> Department of Economics (rank: 699, publications: 116)
pea15	David Easley	Cornell University -> Department of Economics (rank: 700, publications: 68)
pge95	Nicola Gennaioli	Bocconi University -> Department of Finance; Bocconi University -> Innocenzo Gasparini Institute for Economic Research (IGIER) (rank: 701, publications: 132)
pfi257	Raymond Fisman	National Bureau of Economic Research (NBER); Harvard University -> Kennedy School of Government -> Bureau for Research in Economic Analysis of Development (BREAD); Boston University -> Department of Economics (rank: 702, publications: 101)
pab7	Alberto Abadie	Massachusetts Institute of Technology (MIT) -> Economics Department (rank: 703, publications: 46)
pbo80	Olympia Bover	Bank of Spain (rank: 704, publications: 57)
pba366	Tamim A Bayoumi	International Monetary Fund (IMF) (rank: 705, publications: 214)
pch261	Yin-Wong Cheung	City University -> College of Business -> Department of Economics and Finance (rank: 706, publications: 250)
psa3	Kjell G Salvanes	Norwegian School of Economics -> Department of Economics (rank: 707, publications: 211)
pgo28	Pierre-Olivier Gourinchas	National Bureau of Economic Research (NBER); Centre for Economic Policy Research (CEPR); University of California-Berkeley -> Department of Economics (rank: 708, publications: 113)
pha90	Nick Hanley	University of St. Andrews -> Department of Geography and Sustainable Development -> Environmental Economics Research Group (rank: 709, publications: 327)
psc29	Myron S. Scholes	Stanford University -> Graduate School of Business (rank: 710, publications: 42)
pho256	Bernard Hoekman	Centre for Economic Policy Research (CEPR); European University Institute -> Robert Schuman Centre for Advanced Studies (RSCAS); Economic Research Forum (ERF) (rank: 711, publications: 290)
pbl56	Rebecca M. Blank	Institute of Labor Economics (IZA); National Bureau of Economic Research (NBER); University of Wisconsin-Madison -> Economics Department (rank: 712, publications: 102)
pha52	Gary Hansen	University of California-Los Angeles (UCLA) -> Department of Economics (rank: 713, publications: 61)
plo283	Francis A. Longstaff	University of California-Los Angeles (UCLA) -> Anderson Graduate School of Management -> Finance Group (rank: 714, publications: 68)
pha305	Timothy James Hatton	University of Essex -> Economics Department (rank: 715, publications: 186)
pbe56	Ted Bergstrom	University of California-Santa Barbara (UCSB) -> Department of Economics (rank: 716, publications: 132)
pca205	Francesco Caselli	London School of Economics (LSE) -> Economics Department (rank: 717, publications: 90)
pje39	Philippe Jehiel	Paris School of Economics (rank: 718, publications: 177)
pdu24	Jean-Marie Dufour	Center for Interuniversity Research in Quantitative Economics; Center for Interuniversity Research and Analysis on Organizations; McGill University -> Department of Economics (rank: 719, publications: 295)
pfi4	Jonas Fisher	Federal Reserve Bank of Chicago (rank: 720, publications: 113)
pev4	George William Evans	University of Oregon -> Department of Economics (rank: 721, publications: 234)
pbr34	Timothy Bresnahan	National Bureau of Economic Research (NBER); Stanford University -> Department of Economics; Stanford University -> Stanford Institute for Economic Policy Research (SIEPR); Stanford University -> Stanford Institute for Economic Policy Research (SIEPR) -> Center for Research on Employment and Economic Growth (rank: 722, publications: 61)
pwi238	L. Alan Winters	University of Sussex -> School of Business, Management and Economics -> Department of Economics (rank: 724, publications: 194)
pbe65	Dan Bernhardt	University of Illinois at Urbana-Champaign -> Department of Economics (rank: 725, publications: 121)
pne58	Edward Nelson	University of Sydney -> Faculty of Arts and Social Sciences -> School of Economics (rank: 726, publications: 132)
pde449	Klaus W. Deininger	World Bank Group -> Economics Research (rank: 727, publications: 204)
pfr26	Joseph Francois	University of Berne -> Department of Economics (rank: 728, publications: 230)
pwh49	Lawrence J. White	New York University (NYU) -> Stern School of Business -> Economics Department (rank: 729, publications: 204)
pch864	Victor Chernozhukov	Massachusetts Institute of Technology (MIT) -> Economics Department; New Economic School (NES) (rank: 730, publications: 143)
pha552	Ricardo Hausmann	Harvard University -> Kennedy School of Government -> Center for International Development; Harvard University -> Kennedy School of Government (rank: 731, publications: 216)
psi31	John J. Siegfried	Vanderbilt University -> Department of Economics (rank: 732, publications: 211)
pmu64	Casey Mulligan	University of Chicago -> Department of Economics; National Bureau of Economic Research (NBER) (rank: 733, publications: 138)
pse31	Apostolos Serletis	University of Calgary -> Department of Economics (rank: 734, publications: 217)
plt2	Helmut Lütkepohl	CESifo; German Institute for Economic Research (DIW); Berlin Free University -> Economics and Management Field -> Department of Economics (rank: 735, publications: 205)
ppo114	William Poole	University of Delaware -> Lerner College of Business and Economics -> Department of Economics; Cato Institute (rank: 736, publications: 255)
pli1032	Qi Li	Texas A&M University -> Department of Economics (rank: 737, publications: 167)
pbe259	Leonardo Becchetti	Tor Vergata University of Rome -> Faculty of Economics -> Department of Economics and Finance (rank: 738, publications: 292)
pka329	G. Andrew Karolyi	Cornell University -> Johnson Graduate School of Management (rank: 739, publications: 98)
pho12	Seppo Mikko Sakari Honkapohja	CESifo; Centre for Economic Policy Research (CEPR); Bank of Finland (rank: 740, publications: 302)
psu108	Arvind Subramanian	Peter G. Peterson Institute for International Economics (IIE); Center for Global Development (CGD) (rank: 741, publications: 127)
pgi12	John Gibson	University of Waikato -> Waikato Management School -> Department of Economics; University of Waikato -> Waikato Management School -> Pacific Island New Zealand Migration Study (rank: 742, publications: 274)
pbo726	Claudio BORIO	Bank for International Settlements (BIS) (rank: 743, publications: 98)
pbo31	Michele Boldrin	University Ca' Foscari Venice -> Department of Economics; Washington University in St. Louis -> Department of Economics (rank: 744, publications: 150)
pra699	Sergiy Radyakin	World Bank Group; World Bank Group -> Economics Research (rank: 745, publications: 12)
pni171	Wolfgang Nierhaus	Ifo Institute for Economic Research at the University of Munich (rank: 746, publications: 271)
pbl79	David Bloom	Harvard University -> Harvard School of Public Health -> Department of Global Health and Population (rank: 747, publications: 150)
pha279	Andrew C. Harvey	University of Cambridge -> Faculty of Economics (rank: 748, publications: 130)
pde392	James Bradford DeLong	University of California-Berkeley -> Department of Economics (rank: 749, publications: 99)
pne74	Marc Nerlove	University of Maryland -> Department of Agricultural and Resource Economics (rank: 751, publications: 110)
pka445	Edi Karni	Johns Hopkins University -> Department of Economics (rank: 753, publications: 141)
pth26	Roy Thurik	Erasmus University of Rotterdam -> Erasmus School of Economics -> Department of Applied Economics; VU University Amsterdam -> Faculty of Economic Sciences, Business Administration and Econometrics; GSCM Montpellier Business School (rank: 754, publications: 266)
pro407	Christina Duckworth Romer	University of California-Berkeley -> Department of Economics (rank: 756, publications: 66)
psv22	Jakob Svensson	Stockholm University -> Institute for International Economic Studies (IIES) (rank: 757, publications: 61)
pde80	Jose De Gregorio	University of Chile -> Faculty of Economics and Business Management -> Department of Economics (rank: 758, publications: 147)
psh70	Jesse Shapiro	Brown University -> Economics Department (rank: 759, publications: 58)
pfu13	Clemens Fuest	Ifo Institute for Economic Research at the University of Munich (rank: 760, publications: 299)
pra16	Morten Ravn	Centre for Economic Policy Research (CEPR); University College London (UCL) -> Department of Economics (rank: 761, publications: 115)
pka56	Dean Karlan	Center for Global Development (CGD); Yale University -> Economics Department -> Economic Growth Center; Yale University -> Economics Department; Massachusetts Institute of Technology (MIT) -> Abdul Latif Jameel Poverty Action Lab (J-PAL); Innovations for Poverty Action (IPA) (rank: 762, publications: 175)
pfa127	robert william faff	University of Queensland -> Business School (rank: 763, publications: 238)
pgo301	Paul Alan Gompers	National Bureau of Economic Research (NBER); Harvard University -> Harvard Business School -> Finance Unit (rank: 764, publications: 48)
pre8	Helene Rey	National Bureau of Economic Research (NBER); Centre for Economic Policy Research (CEPR); London Business School (LBS) -> Department of Economics (rank: 765, publications: 124)
pbu78	Claudia M. Buch	German Federal Bank (rank: 766, publications: 329)
pwo147	Asher Wolinsky	Northwestern University -> Department of Economics (rank: 767, publications: 80)
pwh6	Toni Whited	National Bureau of Economic Research (NBER); University of Michigan -> Ross School of Business (rank: 768, publications: 52)
peh1	Isaac Ehrlich	Institute of Labor Economics (IZA); National Bureau of Economic Research (NBER); State University of New York-Buffalo (SUNY) -> Department of Economics (rank: 769, publications: 63)
pbo134	Ron Boschma	Lund University -> Centre for Innovation, Research and Competence in the Learning Economy (CIRCLE); University of Utrecht -> Faculty of Geosciences -> Section of Economic Geography (rank: 770, publications: 151)
pkr20	Michael Kremer	National Bureau of Economic Research (NBER); Harvard University -> Department of Economics; Brookings Institution -> Economic Studies (rank: 771, publications: 64)
ppi39	Luigi Pistaferri	Stanford University -> Department of Economics (rank: 772, publications: 127)
pic3	Andrea Ichino	University of Bologna -> Department of Economics; European University Institute -> Department of Economics (rank: 773, publications: 121)
pte4	Jonathan Temple	University of Bristol -> School of Economics, Finance and Management (rank: 775, publications: 98)
ppa21	Jonathan A. Parker	National Bureau of Economic Research (NBER); Massachusetts Institute of Technology (MIT) -> Sloan School of Management (rank: 776, publications: 72)
pdi128	Rafael Di Tella	Harvard University -> Harvard Business School -> Business, Government and the International Economy (BGIE) Unit (rank: 778, publications: 84)
pro131	Andrés Rodríguez-Pose	London School of Economics (LSE) -> Department of Geography and Environment (rank: 779, publications: 291)
pma1319	ronald masulis	UNSW (Australia) -> UNSW Business School -> School of Banking and Finance (rank: 780, publications: 44)
pra230	Gordon C. Rausser	University of California-Berkeley -> Department of Agricultural and Resource Economics (rank: 783, publications: 474)
pdo8	Matthias Doepke	National Bureau of Economic Research (NBER); Centre for Economic Policy Research (CEPR); Northwestern University -> Department of Economics (rank: 784, publications: 149)
pst61	Alois Stutzer	Center for Research in Economics, Management and the Arts (CREMA); University of Basel -> Faculty of Business and Economics (rank: 785, publications: 177)
pdy4	Philip H. Dybvig	Washington University in St. Louis -> Olin School of Business; Southwestern University of Finance and Economics (SWUFE) -> Institute of Financial Studies (rank: 786, publications: 54)
pfl78	Marc Fleurbaey	Princeton University -> Woodrow Wilson School of Public and International Affairs (rank: 787, publications: 237)
pka406	Arie Kapteyn	University of Southern California -> Department of Economics; University of Southern California -> Center for Economic and Social Research (rank: 788, publications: 229)
peh2	Ronald Ehrenberg	Institute of Labor Economics (IZA); National Bureau of Economic Research (NBER); Cornell University -> Department of Economics; Cornell University -> School of Industrial & Labor Relations (rank: 789, publications: 124)
por7	Kevin Hjortshøj O'Rourke	National Bureau of Economic Research (NBER); Centre for Economic Policy Research (CEPR); Oxford University -> Department of Economics; University College Dublin -> School of Economics; Oxford University -> Economic and Social History (rank: 790, publications: 247)
pro372	Andres Rodriguez-Clare	National Bureau of Economic Research (NBER) (rank: 791, publications: 81)
pli76	Frank Lichtenberg	National Bureau of Economic Research (NBER); CESifo; Columbia University -> Graduate School of Business -> Finance and Economics Department (rank: 792, publications: 151)
pwa40	Michael Waldman	Cornell University -> Department of Economics; Cornell University -> Johnson Graduate School of Management (rank: 793, publications: 105)
psm83	Richard J. Smith	University of Cambridge -> Faculty of Economics (rank: 794, publications: 85)
pvi114	John Vickers	Oxford University -> Department of Economics (rank: 795, publications: 85)
phu100	David L. Hummels	Purdue University -> Krannert School of Management -> Department of Economics (rank: 797, publications: 57)
pbi148	Mark Joseph Bils	National Bureau of Economic Research (NBER); University of Rochester -> Economics Department (rank: 799, publications: 60)
pro477	Sherman Robinson	International Food Policy Research Institute (IFPRI) (rank: 800, publications: 231)
pka119	Charles Milton Kahn	Bank of Canada; University of Illinois at Urbana-Champaign -> Department of Economics; University of Illinois at Urbana-Champaign -> College of Business -> Department of Finance; Federal Reserve Bank of St. Louis -> Research Division (rank: 801, publications: 101)
phu113	Harry P. Huizinga	Tilburg University -> School of Economics and Management -> Department of Economics (rank: 802, publications: 210)
pmo194	Shapour Mohammadi	University of Tehran -> Faculty of Economics (rank: 804, publications: 7)
pro190	Mark J. Roberts	Pennsylvania State University -> Department of Economics (rank: 807, publications: 71)
phe368	John F. Helliwell	National Bureau of Economic Research (NBER); University of British Columbia -> Vancouver School of Economics; Canadian Institute for Advanced Research (CIFAR) -> Program in Social Interactions, Identity and Well-Being (rank: 808, publications: 157)
plu153	Sydney C. Ludvigson	New York University (NYU) -> Department of Economics (rank: 809, publications: 86)
phu137	Michael D. Hurd	National Bureau of Economic Research (NBER); RAND (rank: 810, publications: 131)
pma384	Brigitte C. Madrian	National Bureau of Economic Research (NBER); Harvard University -> Kennedy School of Government (rank: 811, publications: 119)
paf1	Antonio Afonso	University of Lisbon -> School of Economics and Management; University of Lisbon -> School of Economics and Management -> Research Unit on Complexity and Economics (rank: 812, publications: 281)
pki305	Nicholas M. Kiefer	Cornell University -> Department of Economics; Cornell University -> Department of Economics -> Center for Analytic Economics (rank: 813, publications: 121)
ppe52	Fabrizio Perri	Federal Reserve Bank of Minneapolis -> Research Department; Centre for Economic Policy Research (CEPR) (rank: 814, publications: 130)
pha110	Stephen George Hall	Leicester University -> Department of Economics; Bank of Greece (rank: 815, publications: 211)
plu82	Shelly Lundberg	Institute of Labor Economics (IZA); University of Bergen -> Department of Economics; University of California-Santa Barbara (UCSB) -> Department of Economics (rank: 816, publications: 100)
pau21	Robert J. Aumann	Hebrew University of Jerusalem -> Center for the Study of Rationality (rank: 818, publications: 99)
pma588	Philippe Martin	Sciences Po -> Economics -> Department of Economics (rank: 819, publications: 150)
pgi49	Domenico Giannone	Centre for Economic Policy Research (CEPR); Federal Reserve Bank of New York -> Research and Statistics Group (rank: 820, publications: 153)
pla208	Guy Laroque	University College London (UCL) -> Department of Economics; Sciences Po -> Economics -> Department of Economics (rank: 821, publications: 128)
pfe65	Lars P. Feld	CESifo; Center for Research in Economics, Management and the Arts (CREMA); University of Freiburg -> Faculty of Economics and Business Administration; Walter Eucken Insitute (rank: 822, publications: 243)
psc180	Antoinette Schoar	National Bureau of Economic Research (NBER); Centre for Economic Policy Research (CEPR); Massachusetts Institute of Technology (MIT) -> Sloan School of Management (rank: 823, publications: 69)
pst4	Kjetil Storesletten	University of Oslo -> Department of Economics (rank: 824, publications: 94)
psi32	Donald S. Siegel	State University of New York-Albany (SUNY) -> Department of Economics; State University of New York-Albany (SUNY) -> School of Business; Jerusalem Institute for Market Studies (JIMS) (rank: 825, publications: 123)
pfr18	Paul Frijters	London School of Economics (LSE) -> Centre for Economic Performance (CEP) (rank: 826, publications: 197)
pbl13	David Blau	Ohio State University -> Department of Economics (rank: 828, publications: 71)
pud2	Christopher Udry	National Bureau of Economic Research (NBER); Harvard University -> Kennedy School of Government -> Bureau for Research in Economic Analysis of Development (BREAD); Yale University -> Economics Department -> Economic Growth Center; Yale University -> Economics Department (rank: 829, publications: 81)
pka270	John Kagel	Ohio State University -> Department of Economics (rank: 830, publications: 106)
pet6	Wilfred John Ethier	University of Pennsylvania -> Department of Economics (rank: 831, publications: 66)
pvi7	Giovanni Luca Violante	Centre for Economic Policy Research (CEPR); New York University (NYU) -> Department of Economics (rank: 832, publications: 73)
pei5	Sylvester Eijffinger	Tilburg University -> CentER for Economic Research (rank: 833, publications: 359)
pgy3	Joseph Gyourko	University of Pennsylvania -> Wharton School of Business -> Real Estate Department (rank: 834, publications: 130)
psc8	Fabio Schiantarelli	Institute of Labor Economics (IZA); Boston College -> Department of Economics (rank: 835, publications: 143)
pan42	Simon Anderson	University of Virginia -> Department of Economics (rank: 836, publications: 191)
pmu30	Kevin Murphy	University of Southern California -> Marshall School of Business -> Department of Finance and Business Economics (rank: 837, publications: 27)
pfl34	Mark Jeffrey Flannery	University of Florida -> Warrington College of Business (rank: 838, publications: 85)
pte111	Linda L. Tesar	University of Michigan -> Economics Department (rank: 839, publications: 72)
pma25	Jorge Martinez-Vazquez	Georgia State University -> Andrew Young School of Policy Studies -> Department of Economics; Georgia State University -> Andrew Young School of Policy Studies -> Department of Economics -> International Center for Public Policy; University of Vigo -> Faculty of Business and Tourism -> GEN - Governance and Economics research Network (rank: 840, publications: 250)
psc146	andrew schotter	New York University (NYU) -> Department of Economics (rank: 841, publications: 150)
pgr231	Mark Grinblatt	University of California-Los Angeles (UCLA) -> Anderson Graduate School of Management (rank: 842, publications: 71)
pec3	Zvi Eckstein	Institute of Labor Economics (IZA); Centre for Economic Policy Research (CEPR); Tel Aviv University -> Eitan Berglas School of Economics; Interdisciplinary Center (IDC) -> School of Economics (rank: 843, publications: 117)
pte1	Timo Teräsvirta	University of Aarhus -> Department of Economics and Business -> Center for Research in Econometric Analysis of Time Series (CREATES) (rank: 844, publications: 182)
pwr25	Jonathan Wright	Johns Hopkins University -> Department of Economics (rank: 845, publications: 77)
ppe143	David A. Peel	Lancaster University -> Management School -> Department of Economics (rank: 846, publications: 264)
pho21	Cars Hommes	Tinbergen Institute; University of Amsterdam -> Faculty of Economics and Business -> Center for Nonlinear Dynamics in Economics and Finance (CeNDEF) (rank: 847, publications: 204)
pgr476	Jerry Green	Harvard University -> Department of Economics (rank: 848, publications: 75)
pwu8	Jeffrey Wurgler	National Bureau of Economic Research (NBER); New York University (NYU) -> Stern School of Business -> Finance Department (rank: 849, publications: 43)
pev28	william n. evans	University of Notre Dame -> Department of Economics (rank: 850, publications: 68)
phe59	Benjamin Hermalin	University of California-Berkeley -> Department of Economics (rank: 851, publications: 113)
psu51	Uwe Sunde	Institute of Labor Economics (IZA); CESifo; University of Munich -> Department of Economics (rank: 852, publications: 193)
pkr7	Dirk Krueger	University of Pennsylvania -> Department of Economics -> Penn Institute for Economic Research (rank: 853, publications: 146)
pfe14	Jesus Fernandez-Villaverde	University of Pennsylvania -> Department of Economics (rank: 854, publications: 157)
pwi3	David Wildasin	University of Kentucky -> James W. Martin School of Public Policy and Administration; University of Kentucky -> Carol Martin Gatton College of Business and Economics -> Department of Economics (rank: 855, publications: 152)
ppu2	Diego Puga	Center for Monetary and Financial Studies (rank: 856, publications: 116)
pfo1	Kristin Forbes	Massachusetts Institute of Technology (MIT) -> Sloan School of Management; Bank of England -> Monetary Policy Committee (MPC) (rank: 857, publications: 66)
pde131	Harold Demsetz	University of California-Los Angeles (UCLA) -> Department of Economics (rank: 858, publications: 46)
pch567	Jean-Paul Chavas	University of Wisconsin-Madison -> Department of Agricultural & Applied Economics (rank: 859, publications: 245)
pmo492	Ashoka Mody	International Monetary Fund (IMF) (rank: 860, publications: 151)
pwi50	Frank Windmeijer	University of Bristol -> School of Economics, Finance and Management; Centre for Microdata Methods and Practice (CEMMAP) (rank: 861, publications: 103)
pha87	Justus Haucap	University of Dusseldorf -> Faculty of Economics and Business Administration -> Düsseldorf Institute for Competition Economics (DICE); Foundation for a Market Economy -> Kronberger Kreis (rank: 862, publications: 218)
pjo96	Magnus Johannesson	Stockholm School of Economics -> Department of Economics (rank: 863, publications: 151)
pst95	Holger Strulik	University of Gottingen -> Faculty of Economics -> Department of Economics (rank: 864, publications: 222)
pco39	Timothy Cogley	New York University (NYU) -> Department of Economics (rank: 865, publications: 87)
pku75	Kenneth Neil Kuttner	National Bureau of Economic Research (NBER); Williams College -> Economics Department (rank: 866, publications: 89)
