id	name	description
pau5	Emmanuelle Auriol	Toulouse School of Economics (TSE) -> Institute of Industrial Economics; Toulouse School of Economics (TSE) -> Research in Quantitative Applied Development Economics (rank: 306, publications: 98)
pse47	Kathleen Segerson	University of Connecticut -> Department of Agricultural and Resource Economics; University of Connecticut -> Department of Economics (rank: 307, publications: 63)
pfr116	Renee A. Fry-McKibbin	Australian National University -> Crawford School of Public Policy -> Centre for Applied Macroeconomic Analysis (CAMA) (rank: 308, publications: 57)
pga36	Michelle R Garfinkel	University of California-Irvine -> Department of Economics (rank: 309, publications: 60)
pbl56	Rebecca M. Blank	Institute of Labor Economics (IZA); National Bureau of Economic Research (NBER); University of Wisconsin-Madison -> Economics Department (rank: 31, publications: 102)
pba203	Nicoletta Batini	International Monetary Fund (IMF) -> Research Department (rank: 311, publications: 43)
pul33	Karen Helene Ulltveit-Moe	University of Oslo -> Department of Economics (rank: 312, publications: 72)
pbo291	Audra J. Bowlus	University of Western Ontario -> Department of Economics (rank: 313, publications: 56)
pbe190	Valerie R. Bencivenga	University of Texas-Austin -> Department of Economics (rank: 314, publications: 19)
pbj2	Hilde Christiane Bjørnland	Central Bank of Norway; BI Norwegian Business School -> Centre for Applied Macro- and Petroleum economics (CAMP) (rank: 315, publications: 77)
pes79	Maria Paz Espinosa	University of the Basque Country -> Faculty of Economics and Management -> Bilbao Research in Decisions, Games and Economics (BRiDGE); University of the Basque Country -> Faculty of Economics and Management -> Department of Foundations of Economic Analysis II (rank: 316, publications: 86)
pso110	Lina Song	Institute of Labor Economics (IZA); University of Nottingham -> Business School -> Economics and Finance Division (rank: 317, publications: 56)
pru89	Frances Philomena Ruane	Economic and Social Research Institute (ESRI) (rank: 318, publications: 65)
psi261	Helen Simpson	Centre for Economic Policy Research (CEPR); University of Bristol -> School of Economics, Finance and Management; University of Bristol -> School of Economics, Finance and Management -> Centre for Market and Public Organisation (CMPO); Oxford University -> Saïd Business School -> Centre for Business Taxation (rank: 319, publications: 62)
pbo47	Alison Booth	Australian National University -> Crawford School of Public Policy; Australian National University -> College of Business and Economics -> Research School of Economics (rank: 32, publications: 223)
pei21	Sandra Eickmeier	German Federal Bank (rank: 320, publications: 52)
pfi55	Justina A. V. Fischer	University of Mannheim -> Department of Economics (rank: 321, publications: 139)
pia28	Elena Ivanova Ianchovichina	World Bank Group (rank: 322, publications: 78)
pja194	Jyotsna Jalan	Centre for Studies in Social Sciences (rank: 323, publications: 29)
pal14	Sumru Altug	Koc University -> College of Administrative Sciences and Economics -> Department of Economics (rank: 324, publications: 63)
pga278	Roberta Gatti	Centre for Economic Policy Research (CEPR); World Bank Group -> Economics Research; Amadeo Avogadro University of the Eastern Piedmont -> Department of Public Policies and Public Choice (rank: 325, publications: 22)
pco464	Carol A. Corrado	The Conference Board; Georgetown University -> McDonough School of Business -> Center for Business and Public Policy (rank: 327, publications: 46)
pfa391	Silvia Fabiani	Bank of Italy (rank: 328, publications: 52)
pfr219	Alexia Fürnkranz-Prskawetz	Vienna University of Technology -> Institute for Statistical and Mathematical Methods in Economics (rank: 329, publications: 82)
pma159	Lilia Maliar	Stanford University -> Department of Economics (rank: 330, publications: 78)
pbr267	Miriam Bruhn	World Bank Group -> Economics Research; World Bank Group -> Finance and Private Sector Research (rank: 331, publications: 53)
pch391	Nancy H. Chau	Cornell University -> Charles H. Dyson School of Applied Economics and Management (rank: 332, publications: 82)
pca535	CELINE CARRERE	University of Geneva -> Department of Economics (rank: 333, publications: 110)
pan164	Heather M. Anderson	Monash University -> Monash Business School -> Department of Econometrics and Business Statistics (rank: 334, publications: 58)
pwo93	Julia Maria Woerz	Innsbruck University -> Faculty of Economics and Statistics -> Department of Economic Theory, Policy and History; National Bank of Austria; The Vienna Institute for International Economic Studies; Institute for International and Development Economics (rank: 335, publications: 94)
pre123	Ritva Reinikka	World Bank Group -> Economics Research (rank: 336, publications: 32)
pca20	Emanuela Cardia	Center for Interuniversity Research in Quantitative Economics; University of Montreal -> Department of Economics (rank: 337, publications: 77)
pna236	Seema Narayan	RMIT University -> School of Economics, Finance and Marketing (rank: 338, publications: 68)
pbo90	Laura Bottazzi	University of Bologna -> Department of Economics; Rimini Centre for Economic Analysis (RCEA); Bocconi University -> Innocenzo Gasparini Institute for Economic Research (IGIER) (rank: 339, publications: 43)
pma1397	Ulrike Malmendier	Institute of Labor Economics (IZA); National Bureau of Economic Research (NBER); CESifo; Centre for Economic Policy Research (CEPR); University of California-Berkeley -> Department of Economics (rank: 34, publications: 59)
plo19	Francesca Lotti	National Bureau of Economic Research (NBER); Bank of Italy (rank: 340, publications: 53)
pst50	Elena Stancanelli	Paris School of Economics; Institute of Labor Economics (IZA) (rank: 341, publications: 115)
pwr11	Katharina Wrohlich	German Institute for Economic Research (DIW) (rank: 342, publications: 104)
pvi38	Sofia Villas-Boas	University of California-Berkeley -> Department of Agricultural and Resource Economics (rank: 343, publications: 120)
pco305	Paola Conconi	Free University of Brussels -> Solvay Brussels School of Economics and Management -> European Centre for Advanced Research in Economics and Statistics (ECARES) (rank: 344, publications: 106)
pad25	Alicia Adsera	Institute of Labor Economics (IZA); Princeton University -> Woodrow Wilson School of Public and International Affairs; University College London (UCL) -> Centre for Research and Analysis of Migration (CReAM); Princeton University -> Woodrow Wilson School of Public and International Affairs -> Office of Population Research (rank: 345, publications: 43)
pma11	Paola Manzini	Institute of Labor Economics (IZA); University of St. Andrews -> School of Economics and Finance (rank: 346, publications: 106)
pta176	Daria Taglioni	World Bank Group -> Poverty Reduction and Economic Management Network (PREM) (rank: 347, publications: 40)
por73	Pia Orrenius	Institute of Labor Economics (IZA); Federal Reserve Bank of Dallas -> Economic Research Department (rank: 348, publications: 107)
plo320	Bridget Terry Long	National Bureau of Economic Research (NBER) (rank: 349, publications: 23)
pbl16	Francine Blau	Institute of Labor Economics (IZA); National Bureau of Economic Research (NBER); CESifo; German Institute for Economic Research (DIW); Cornell University -> Department of Economics (rank: 35, publications: 104)
pmo257	Petra Moser	National Bureau of Economic Research (NBER); New York University (NYU) -> Stern School of Business -> Economics Department (rank: 350, publications: 33)
psi314	Kosali Ilayperuma Simon	Cornell University -> College of Human Ecology -> Department of Policy Analysis and Management; Indiana University -> School of Public and Environmental Affairs (rank: 351, publications: 53)
ppe99	Bettina Peters	Centre for European Economic Research (rank: 352, publications: 84)
pro599	Carol Ann Rogers	Georgetown University -> Economics Department (rank: 353, publications: 27)
pne19	Julie Nelson	Tufts University -> Global Development and Environment Institute (G-DAE); University of Massachusetts-Boston -> Economics Department (rank: 354, publications: 71)
pco129	Valentina Corradi	University of Surrey -> School of Economics (rank: 355, publications: 40)
pjo184	Nicole Jonker	Netherlands Central Bank (rank: 356, publications: 41)
ppe404	H. Elizabeth Peters	Cornell University -> College of Human Ecology -> Department of Policy Analysis and Management (rank: 357, publications: 30)
pon32	Ozlem Onaran	University of Greenwich -> Business School -> Greenwich Political Economy Research Centre; University of Greenwich -> Business School (rank: 358, publications: 117)
piy9	Lakshmi Iyer	University of Notre Dame -> Department of Economics (rank: 359, publications: 41)
pwh6	Toni Whited	National Bureau of Economic Research (NBER); University of Michigan -> Ross School of Business (rank: 36, publications: 52)
par29	Janine Aron	Oxford University -> Department of Economics; Oxford University -> Department of Economics -> Centre for the Study of African Economies (CSAE) (rank: 360, publications: 91)
pli315	Guay C. Lim	University of Melbourne -> Faculty of Business and Economics -> Melbourne Institute of Applied Economic and Social Research (MIAESR) (rank: 361, publications: 124)
pha804	Justine S. Hastings	National Bureau of Economic Research (NBER); Brown University -> Economics Department (rank: 362, publications: 41)
pba669	Martha J. Bailey	University of Michigan -> Economics Department; National Bureau of Economic Research (NBER) (rank: 363, publications: 27)
pch41	Marcelle Chauvet	University of California-Riverside -> Department of Economics (rank: 364, publications: 53)
pib11	Ana Maria Ibáñez	University of the Andes -> Department of Economics (rank: 365, publications: 65)
pin2	Beth Ingram	University of Iowa -> Tippie College of Business -> Department of Economics (rank: 366, publications: 23)
pso324	Marilda Antonia de Oliveira Sotomayor	Getulio Vargas Foundation -> FGV/EPGE Brazilian School of Economics and Finance; University of Sao Paulo -> Faculty of Economics, Administration and Accounting -> Department of Economics (rank: 367, publications: 44)
pne23	Isabel Neira	University of Santiago de Compostela -> Faculty of Economics and Business -> Econometrics (rank: 369, publications: 43)
pro407	Christina Duckworth Romer	University of California-Berkeley -> Department of Economics (rank: 37, publications: 66)
pko425	Amanda Ellen Kowalski	Yale University -> Economics Department (rank: 370, publications: 36)
pfe103	Viviana Fernandez	Adolfo Ibanez University -> Business School (rank: 371, publications: 85)
pal34	Rosanne Altshuler	Rutgers University-New Brunswick -> Department of Economics (rank: 372, publications: 63)
pal460	Inmaculada C. Álvarez Ayuso	Autonomous University of Madrid -> Faculty of Economics and Management -> Department of Economic Analysis: Economic Theory and History; University of Oviedo -> School of Economics and Business -> Oviedo Efficiency Group (rank: 373, publications: 49)
pro270	Susann Rohwedder	RAND (rank: 374, publications: 60)
pmo433	Francesca Molinari	Cornell University -> Department of Economics; Cornell University -> Department of Economics -> Center for Analytic Economics; Centre for Microdata Methods and Practice (CEMMAP) (rank: 375, publications: 31)
pan425	Francisca M. Antman	Institute of Labor Economics (IZA); University of Colorado -> Department of Economics (rank: 376, publications: 24)
pgu119	Siv Gustafsson	University of Amsterdam -> Faculty of Economics and Business; University of Amsterdam -> Faculty of Economics and Business -> Comparative Population and Gender Economics (rank: 377, publications: 18)
pta310	Laura O. Taylor	North Carolina State University -> Department of Agricultural and Resource Economics (rank: 378, publications: 33)
pch1341	Chi-Chur Chao	Deakin University -> Business School -> Department of Economics (rank: 379, publications: 102)
pre8	Helene Rey	National Bureau of Economic Research (NBER); Centre for Economic Policy Research (CEPR); London Business School (LBS) -> Department of Economics (rank: 38, publications: 124)
pra101	Roberta Rabellotti	University of Pavia -> Department of Political and Social Sciences (rank: 380, publications: 88)
pho493	Kate Ho	Columbia University -> School of Arts and Sciences -> Department of Economics (rank: 381, publications: 32)
pda116	Mary Colleen Daly	Institute of Labor Economics (IZA); Federal Reserve Bank of San Francisco (rank: 382, publications: 89)
pan43	Lykke E. Andersen	Institute for Advanced Development Studies; Bolivian Private University -> Center for Research in Economics and Management (rank: 383, publications: 90)
pio7	Elisabetta Iossa	Centre for Economic Policy Research (CEPR); Tor Vergata University of Rome -> Faculty of Economics -> Department of Economics and Finance; Einaudi Institute for Economics and Finance; Tor Vergata University of Rome -> Faculty of Economics -> Center of Economics and International Studies (CEIS); Bocconi University -> Institute for Research on Energy and Environmental Economics and Policy (rank: 384, publications: 89)
psc48	Isabel Schnabel	University of Bonn -> Economics Department; Max Planck Society -> Max Planck Institute for Research on Collective Goods (rank: 385, publications: 69)
pgl73	Rachel Glennerster	Massachusetts Institute of Technology (MIT) -> Economics Department (rank: 386, publications: 28)
pna81	Sita Nataraj Slavov	American Enterprise Institute (rank: 387, publications: 49)
pla286	Laure Latruffe	National Institute for Agronomic Research -> Research Division Social Sciences, Agriculture and Food, Rural Development and Environment -> Laboratory of Economic Studies and Research (rank: 388, publications: 142)
ple163	Maria Vittoria Levati	University of Verona -> Faculty of Economics -> Department of Economics (rank: 389, publications: 120)
pme136	Loretta J. Mester	University of Pennsylvania -> Wharton School of Business -> Finance Department; Federal Reserve Bank of Cleveland (rank: 39, publications: 202)
psa214	Klara Sabirianova Peter	Institute of Labor Economics (IZA); University of North Carolina-Chapel-Hill -> Department of Economics; University of North Carolina-Chapel-Hill -> Carolina Population Center (CPC) (rank: 391, publications: 56)
pge48	Petra Maria Geraats	University of Cambridge -> Faculty of Economics (rank: 392, publications: 34)
psa1068	Anya Savikhin Samek	University of Southern California -> Department of Economics; University of Southern California -> Center for Economic and Social Research (rank: 393, publications: 83)
phi48	Beverly Hirtle	Federal Reserve Bank of New York -> Research and Statistics Group; Federal Reserve Bank of New York (rank: 394, publications: 49)
pan209	Lisa R. Anderson	College of William & Mary -> Department of Economics (rank: 395, publications: 46)
pca65	Marine Carrasco	Center for Interuniversity Research in Quantitative Economics; Center for Interuniversity Research and Analysis on Organizations (rank: 396, publications: 42)
pad42	Malin Adolfson	Central Bank of Sweden (rank: 397, publications: 36)
pde196	Diane G. Del Guercio	University of Oregon -> Charles H. Lundquist College of Business (rank: 398, publications: 11)
pbe370	Caroline Marie Betts	University of Southern California -> Department of Economics (rank: 399, publications: 17)
pdu166	Esther Duflo	Massachusetts Institute of Technology (MIT) -> Economics Department (rank: 4, publications: 161)
plu82	Shelly Lundberg	Institute of Labor Economics (IZA); University of Bergen -> Department of Economics; University of California-Santa Barbara (UCSB) -> Department of Economics (rank: 40, publications: 100)
psi55	Hilary Sigman	National Bureau of Economic Research (NBER); Rutgers University-New Brunswick -> Department of Economics (rank: 400, publications: 51)
pba144	Lisa Barrow	Federal Reserve Bank of Chicago -> Economic Research Department; Federal Reserve Bank of Chicago (rank: 401, publications: 52)
pmi236	Martha Misas	Javeriana Pontifical University -> Faculty of Economics and Management -> Department of Economics (rank: 402, publications: 148)
pek4	Karolina Ekholm	Centre for Economic Policy Research (CEPR); Stockholm University -> Department of Economics (rank: 403, publications: 57)
pre427	Mari Rege	University of Stavanger -> School of Business (rank: 404, publications: 45)
pcr53	Chiara Criscuolo	London School of Economics (LSE) -> Centre for Economic Performance (CEP) (rank: 405, publications: 58)
pia22	Simona Iammarino	London School of Economics (LSE) -> Department of Geography and Environment (rank: 406, publications: 68)
pfe128	Ana Margarida Fernandes	World Bank Group -> Economics Research (rank: 407, publications: 45)
pdu125	Margarida Duarte	University of Toronto -> Department of Economics (rank: 408, publications: 37)
pan79	Manuela Angelucci	Institute of Labor Economics (IZA); University of Michigan -> Economics Department (rank: 409, publications: 45)
plu153	Sydney C. Ludvigson	New York University (NYU) -> Department of Economics (rank: 41, publications: 86)
pmi380	Alejandra Mizala	University of Chile -> Center of Applied Economics (rank: 410, publications: 69)
pla340	Martina Lawless	Economic and Social Research Institute (ESRI) (rank: 411, publications: 87)
pde274	Maria Demertzis	Bruegel (rank: 412, publications: 105)
pka260	Shulamit Kahn	Boston University -> Questrom School of Business (rank: 413, publications: 22)
pgr323	Jo Anna Gray	University of Oregon -> Department of Economics (rank: 414, publications: 27)
pny7	Karine Nyborg	University of Oslo -> Department of Economics (rank: 415, publications: 65)
pyu120	Vivian Zhanwei Yue	New York University (NYU) -> Department of Economics (rank: 416, publications: 13)
pkh49	Lynda Khalaf	Carleton University -> Department of Economics; Carleton University -> Department of Economics -> Centre for Monetary and Financial Economics (CMFE) (rank: 417, publications: 111)
psa296	Sweta C. Saxena	International Monetary Fund (IMF) (rank: 419, publications: 48)
pch386	Graciela Chichilnisky	Columbia University -> School of Arts and Sciences -> Department of Economics (rank: 42, publications: 210)
pqu82	Mahvash Saeed Qureshi	International Monetary Fund (IMF) (rank: 420, publications: 38)
pgu105	Sylviane Guillaumont Jeanneney	University of Clermont-Ferrand 1 -> School of Economics -> Center for Studies and Research on International Development (rank: 421, publications: 150)
pgi192	Donna Gilleskie	University of North Carolina-Chapel-Hill -> Department of Economics (rank: 422, publications: 24)
psa380	Sudipta Sarangi	German Institute for Economic Research (DIW); Louisiana State University -> Ourso College of Business -> Department of Economics (rank: 423, publications: 163)
phj5	Randi Hjalmarsson	University of Gothenburg -> School of Business, Economics and Law -> Department of Economics (rank: 424, publications: 44)
pgo38	Silvia Goncalves	University of Western Ontario -> Department of Economics (rank: 425, publications: 39)
pgu118	Maria Guadalupe	Institute of Labor Economics (IZA); Centre for Economic Policy Research (CEPR); London School of Economics (LSE) -> Centre for Economic Performance (CEP) (rank: 426, publications: 41)
pki196	Elizabeth M. King	World Bank Group -> Economics Research (rank: 427, publications: 35)
pdh24	Amrita Dhillon	King's College -> Department of Political Economy (rank: 428, publications: 57)
ppr55	Paola Profeta	CESifo; Bocconi University -> ""Carlo F. Dondena"" Centre for Research on Social Dynamics (DONDENA); Bocconi University -> Department of Policy Analysis and Public Management (rank: 429, publications: 84)
pma384	Brigitte C. Madrian	National Bureau of Economic Research (NBER); Harvard University -> Kennedy School of Government (rank: 43, publications: 119)
pne152	Carol Newman	Trinity College Dublin -> Department of Economics (rank: 431, publications: 80)
pth143	Rebecca L. Thornton	University of Illinois at Urbana-Champaign -> Department of Economics (rank: 432, publications: 27)
pwe39	Elizabeth Webster	Swinburne University of Technology -> Faculty of Business and Law; University of Melbourne -> Faculty of Business and Economics -> Melbourne Institute of Applied Economic and Social Research (MIAESR) (rank: 433, publications: 104)
pro423	Heather North Royer	University of California-Santa Barbara (UCSB) -> Department of Economics (rank: 435, publications: 16)
pya89	Shu-Chun S. Yang	International Monetary Fund (IMF) -> Research Department (rank: 436, publications: 29)
pzh153	Jing Zhang	Federal Reserve Bank of Chicago -> Economic Research Department (rank: 437, publications: 41)
pro335	Núria Rodríguez-Planas	City University of New York (CUNY) -> Queens College -> Department of Economics (rank: 438, publications: 70)
pma871	Miriam Manchin	University College London (UCL) -> School of Slavonic and East European Studies -> Centre for Comparative Economics; Luca D'Agliano Study Center; Institute for International and Development Economics (rank: 439, publications: 52)
pre44	Jennifer Reinganum	Vanderbilt University -> Department of Economics (rank: 44, publications: 119)
pdm3	Sylvie Démurger	Lumiere University of Lyon -> Faculty of Economics and Management -> Group for Economic Analysis and Theory (rank: 440, publications: 154)
pdo42	Cheryl Doss	Oxford University -> Department of International Development (Queen Elizabeth House) (rank: 441, publications: 58)
pho473	Susan N. Houseman	W.E. Upjohn Institute for Employment Research (rank: 442, publications: 46)
pka453	Lisa B. Kahn	Institute of Labor Economics (IZA); National Bureau of Economic Research (NBER); Yale University -> School of Management (rank: 443, publications: 16)
pdu123	Suzanne Duryea	Inter-American Development Bank (rank: 444, publications: 58)
pst189	Margaret Stevens	Oxford University -> Department of Economics (rank: 445, publications: 25)
pwi239	Heidi L. Williams	National Bureau of Economic Research (NBER); Massachusetts Institute of Technology (MIT) -> Economics Department (rank: 446, publications: 35)
pho239	Marie Hoerova	European Central Bank (rank: 447, publications: 38)
pri133	Claudia Ringler	International Food Policy Research Institute (IFPRI) (rank: 448, publications: 105)
plk4	Katrine Vellesen Løken	University of Bergen -> Department of Economics -> Centre for Economic Studies in Social Insurance (rank: 449, publications: 46)
pgu2	M. Carmen Guisan	University of Santiago de Compostela -> Faculty of Economics and Business -> Econometrics (rank: 45, publications: 178)
paz11	Marina Azzimonti	Stony Brook University - SUNY -> Economics Department (rank: 450, publications: 48)
pla95	Luisa Lambertini	Swiss Federal Institute of Technology of Lausanne -> College of Technology Management -> Chair of International Finance (rank: 451, publications: 37)
pfu2	Luisa Fuster	Carlos III University of Madrid -> Department of Economics (rank: 452, publications: 42)
pba396	Mina Baliamoune	University of North Florida -> Department of Economics and Geography (rank: 453, publications: 67)
pfo186	Caroline Fohlin	Johns Hopkins University -> Department of Economics (rank: 454, publications: 52)
pca295	raquel carrasco	Carlos III University of Madrid -> Department of Economics (rank: 455, publications: 54)
phn1	Viktoria V. Hnatkovska	University of British Columbia -> Vancouver School of Economics (rank: 456, publications: 42)
ppa104	Susan Parker	Center for Research and Teaching of Economics (rank: 457, publications: 46)
pda329	Carol A. Dahl	Colorado School of Mines -> Division of Economics and Business (rank: 459, publications: 48)
pju54	katarina juselius	University of Copenhagen -> Department of Economics (rank: 46, publications: 95)
pbu250	Paula Bustos	Centre for Economic Policy Research (CEPR); Center for Monetary and Financial Studies (rank: 460, publications: 13)
pvu8	Daniela Vuri	Institute of Labor Economics (IZA); CESifo; Tor Vergata University of Rome -> Faculty of Economics -> Department of Economics and Finance (rank: 461, publications: 68)
pke73	Anke S. Kessler	Centre for Economic Policy Research (CEPR); Simon Fraser University -> Department of Economics (rank: 462, publications: 37)
pna144	Alice O. Nakamura	University of Alberta -> School of Business (rank: 463, publications: 49)
pdr66	Anna Dreber	Stockholm School of Economics -> Department of Economics (rank: 464, publications: 63)
pda156	Conchita D'Ambrosio	University of Luxembourg -> PEARL Institute for Research on Socio-Economic Inequality (IRSEI) (rank: 465, publications: 97)
ppr52	Victoria Prowse	Institute of Labor Economics (IZA); Purdue University -> Krannert School of Management -> Department of Economics; German Institute for Economic Research (DIW) (rank: 466, publications: 63)
pmi419	Amalia Rebecca Miller	University of Virginia -> Department of Economics (rank: 467, publications: 31)
pme243	Ruth S. Meinzen-Dick	International Food Policy Research Institute (IFPRI) (rank: 468, publications: 96)
ppa308	Monica Paiella	Parthenope University of Naples -> Department of Business and Economic Studies (rank: 469, publications: 33)
pte111	Linda L. Tesar	University of Michigan -> Economics Department (rank: 47, publications: 72)
ppr62	Chiara Daniela Pronzato	Institute of Labor Economics (IZA); University of Essex -> Institute for Social and Economic Research (ISER); Bocconi University -> ""Carlo F. Dondena"" Centre for Research on Social Dynamics (DONDENA); University of Turin -> Cognetti de Martiis Department of Economics and Statistics; University of Turin -> Carlo Alberto College -> Centre for Household, Income, Labour and Demographic Economics (CHILD) (rank: 470, publications: 73)
pbu245	Kristin F. Butcher	National Bureau of Economic Research (NBER); Wellesley College -> Department of Economics (rank: 471, publications: 39)
pko289	Anna Kovner	Federal Reserve Bank of New York -> Research and Statistics Group (rank: 472, publications: 29)
pac32	Lucy F. Ackert	Kennesaw State University -> Coles College of Business -> Department of Economics, Finance and Quantitative Analysis (rank: 473, publications: 83)
pal166	Michelle Alexopoulos	University of Toronto -> Department of Economics (rank: 474, publications: 32)
pav31	Susan L. Averett	Lafayette College -> Department of Economics (rank: 475, publications: 30)
pba582	Marta Banbura	European Central Bank (rank: 476, publications: 24)
pji114	Panle Jia Barwick	National Bureau of Economic Research (NBER); Cornell University -> Department of Economics (rank: 477, publications: 12)
pbl83	Jo Blanden	London School of Economics (LSE) -> Centre for Economic Performance (CEP); University of Surrey -> School of Economics (rank: 478, publications: 58)
pbo332	Leah Platt Boustan	University of California-Los Angeles (UCLA) -> Department of Economics (rank: 479, publications: 30)
psc180	Antoinette Schoar	National Bureau of Economic Research (NBER); Centre for Economic Policy Research (CEPR); Massachusetts Institute of Technology (MIT) -> Sloan School of Management (rank: 48, publications: 69)
pbr406	Elizabeth Brainerd	Brandeis University -> Department of Economics, International Business School (rank: 480, publications: 34)
pbr679	Isabelle Brocas	University of Southern California -> Department of Economics (rank: 481, publications: 54)
pca359	Estelle Cantillon	Free University of Brussels -> Solvay Brussels School of Economics and Management -> European Centre for Advanced Research in Economics and Statistics (ECARES) (rank: 482, publications: 42)
pca962	Eliana A. Cardoso	Getulio Vargas Foundation -> Sao Paulo School of Economics (rank: 483, publications: 43)
pca951	Julie A. Caswell	University of Massachusetts-Amherst -> Department of Resource Economics (rank: 484, publications: 102)
pca73	Elizabeth Caucutt	Rimini Centre for Economic Analysis (RCEA); University of Western Ontario -> Department of Economics (rank: 485, publications: 36)
pce182	Elena Cefis	University of Bergamo -> Department of Management, Economics and Quantitative Methods (rank: 486, publications: 56)
pce34	Valerie Cerra	International Monetary Fund (IMF) (rank: 487, publications: 33)
pch288	Anusha Chari	National Bureau of Economic Research (NBER); University of North Carolina-Chapel-Hill -> Department of Economics (rank: 488, publications: 41)
pch553	Natalie A. Chen	University of Warwick -> Department of Economics; Centre for Economic Policy Research (CEPR); Luca D'Agliano Study Center (rank: 489, publications: 42)
pfo1	Kristin Forbes	Massachusetts Institute of Technology (MIT) -> Sloan School of Management; Bank of England -> Monetary Policy Committee (MPC) (rank: 49, publications: 66)
pch902	Aimee Chin	University of Houston -> Department of Economics (rank: 490, publications: 27)
pch215	Charlotte Christiansen	University of Aarhus -> Department of Economics and Business -> Center for Research in Econometric Analysis of Time Series (CREATES) (rank: 491, publications: 77)
pcl100	Judith Anne Clarke	University of Victoria -> Department of Economics (rank: 492, publications: 37)
pcl135	Kimberly A. Clausing	Reed College -> Economics Department (rank: 493, publications: 15)
pco272	Rachel Connelly	Institute of Labor Economics (IZA); Bowdoin College -> Department of Economics (rank: 494, publications: 39)
pco38	Luisa Corrado	Tor Vergata University of Rome -> Faculty of Economics -> Department of Economics and Finance (rank: 495, publications: 87)
pco221	Valeria Costantini	University of Rome Tre -> Department of Economics (rank: 496, publications: 76)
pde102	Sara De La Rica	Institute of Labor Economics (IZA); University of the Basque Country -> Faculty of Economics and Management -> Department of Foundations of Economic Analysis II; Foundation for the Study of Applied Economics (rank: 497, publications: 68)
pde863	Adeline Delavande	University of Essex -> Institute for Social and Economic Research (ISER) (rank: 498, publications: 34)
per31	Hülya K. K. Eraslan	Rice University -> Department of Economics (rank: 499, publications: 54)
pha54	Bronwyn H Hall	National Bureau of Economic Research (NBER); Institute for Fiscal Studies (IFS); University of California-Berkeley -> Department of Economics; Max Planck Society -> Max Planck Institute for Innovation and Competition -> Munich Center for Innovation and Entrepreneurship Research (MCIER) (rank: 5, publications: 232)
pfu3	Ana-Maria Fuertes	City University -> Cass Business School -> Faculty of Finance (rank: 500, publications: 65)
pge202	Petra Gerlach-Kristen	Swiss National Bank (rank: 501, publications: 45)
pgi92	Heather D. Gibson	Bank of Greece (rank: 502, publications: 62)
pgl6	Amy Glass	Texas A&M University -> Department of Economics (rank: 503, publications: 25)
pgr154	Christine Anne Greenhalgh	Oxford University -> Department of Economics (rank: 504, publications: 55)
pha198	Dalia S. Hakura	International Monetary Fund (IMF) -> Research Department (rank: 505, publications: 38)
pha469	Esther Hauk	Barcelona Graduate School of Economics (Barcelona GSE); Barcelona Graduate School of Economics (Barcelona GSE) -> Institute of Economic Analysis (rank: 506, publications: 59)
phe348	Carolyn Heinrich	Vanderbilt University -> Department of Economics; University of Texas-Austin -> L.B. Johnson School of Public Affairs (rank: 507, publications: 61)
phe47	Rebecca Hellerstein	Federal Reserve Bank of New York -> Research and Statistics Group (rank: 508, publications: 31)
phe101	Ana María Herrera	University of Kentucky -> Carol Martin Gatton College of Business and Economics -> Department of Economics (rank: 509, publications: 20)
phu9	Jennifer Hunt	National Bureau of Economic Research (NBER); Centre for Economic Policy Research (CEPR); German Institute for Economic Research (DIW); Rutgers University-New Brunswick -> Department of Economics (rank: 51, publications: 97)
phe215	Carmen Herrero	Valencian Institute of Economic Research; University of Alicante -> Faculty of Economics and Management -> Department of Foundations of Economic Analysis (rank: 510, publications: 89)
phu89	Kirstin Hubrich	Federal Reserve Board (Board of Governors of the Federal Reserve System) -> Macroeconomic and Quantitative Studies Section (rank: 511, publications: 48)
phu86	Katrin Hussinger	Centre for European Economic Research; University of Leuven -> Faculty of Business and Economics; University of Luxembourg -> Department of Law, Economics and Finance -> Center for Research in Economic Analysis (rank: 512, publications: 73)
pja135	Joann Jasiak	York University -> Department of Economics (rank: 513, publications: 55)
pka170	Elena Katok	Pennsylvania State University -> Smeal College of Business Administration (rank: 514, publications: 32)
pke116	Ide Muirean Kearney	Netherlands Central Bank (rank: 515, publications: 63)
pke191	Inas Rashad Kelly	National Bureau of Economic Research (NBER); City University of New York (CUNY) -> Queens College -> Department of Economics (rank: 516, publications: 31)
pki87	Tatiana Kirsanova	University of Glasgow -> Adam Smith Business School -> Department of Economics (rank: 518, publications: 79)
pkr119	Jackie Krafft	University of Nice Sophia Antipolis -> Graduate Institute of Economics and Management -> Law, Economics and Management Research Group (rank: 519, publications: 137)
pbe105	Agnès Bénassy-Quéré	Paris School of Economics (rank: 52, publications: 263)
pku84	Dorothea Kübler	Humboldt University Berlin -> Faculty of Economics -> Collaborative Research Center 649: Economic Risk; Technical University of Berlin -> Faculty of Economics and Management; Social Science Research Center -> Market Behavior (rank: 520, publications: 75)
pla137	Miren Lafourcade	Paris School of Economics; University of Paris-South -> Networks, Innovation, Space, Globalization (rank: 521, publications: 53)
pla22	Beverly Lapham	Queen's University -> Economics Department (rank: 522, publications: 33)
ple144	ROSELLA LEVAGGI	University of Brescia -> Department of Economics and Management (rank: 523, publications: 97)
pli178	Susan J. Linz	Michigan State University -> Economics Department (rank: 524, publications: 72)
